cliente,idade,sexo,estado_civil,grau_escolaridade,dependentes,trabalha,salario_ano,casa_propria,valor_imovel,seguro_residencia,carro,seguro_auto,cartao,seguro_cartao,poupanca,renda_fixa,credito_pessoal,scode_credito,grupo
713013483,40,1,3,2,4,1,20550.0,0,0,0,1,1,1,1,1,0,3,464.0,3
713014533,54,1,1,2,0,1,104910.0,0,0,0,1,1,1,1,0,1,3,508.5,3
713015433,50,1,2,2,4,1,72000.0,1,454000,0,2,0,1,0,3,2,3,564.0,0
713016633,47,0,1,3,0,1,94310.0,0,0,0,1,1,1,1,1,2,2,350.1,1
713017758,47,1,1,4,0,1,23510.0,0,0,0,0,0,1,1,1,1,3,414.0,1
713019783,41,1,2,3,3,1,66600.0,1,408000,1,1,0,1,1,2,3,2,505.0,4
713021208,55,1,1,1,0,0,0.0,1,285000,1,1,1,2,0,2,3,3,438.48,4
713023158,39,1,2,1,2,1,65140.0,1,424000,1,0,0,1,1,2,0,3,385.0,4
713025558,53,1,1,1,2,1,19250.0,0,0,0,0,0,1,0,2,0,1,333.9,0
713027058,46,1,1,1,1,1,19340.0,1,260000,0,0,0,1,1,2,3,0,308.7,3
713029683,64,0,1,2,0,1,25370.0,0,0,0,1,0,1,1,2,3,2,494.1,1
713030958,57,1,2,1,2,1,20050.0,0,0,0,1,0,1,1,3,0,1,466.0,1
713032233,53,1,1,2,0,1,24100.0,0,0,0,0,0,1,1,0,2,1,426.6,1
713036208,46,0,2,2,1,1,87140.0,1,1575000,1,1,0,1,1,0,0,2,705.0,4
713037333,63,0,1,2,0,1,143470.0,0,0,0,0,0,1,1,3,0,0,533.7,1
713039808,45,0,2,1,4,1,17690.0,1,180000,0,1,0,1,0,0,2,3,335.0,2
713041683,55,0,2,2,2,1,195900.0,1,187000,0,0,0,1,0,0,0,0,371.0,2
713043183,61,0,1,3,0,1,75100.0,0,0,0,0,0,1,0,0,0,0,526.5,2
713047608,40,1,0,1,2,1,17870.0,0,0,0,0,0,1,1,3,1,2,314.0,1
713048733,50,0,2,4,2,1,198060.0,1,405000,0,0,0,1,1,3,2,1,643.75,1
713049933,65,1,2,3,1,0,0.0,0,0,0,1,0,1,0,1,1,3,293.6,0
713053383,42,0,2,2,3,1,119860.0,1,235000,1,0,0,1,0,3,3,3,440.0,4
713056083,52,0,1,3,0,1,201570.0,0,0,0,0,0,1,1,2,1,0,691.2,1
713057658,48,1,3,1,3,1,22280.0,0,0,0,0,0,1,0,2,2,3,445.0,0
713058858,54,1,0,2,2,1,19910.0,0,0,0,1,1,1,1,2,1,3,451.0,3
713060283,43,1,2,2,5,1,66670.0,0,0,0,0,0,1,0,0,1,0,449.0,0
713061558,44,0,2,2,2,1,60690.0,1,259000,1,0,0,1,1,1,1,2,258.0,4
713063958,51,0,1,2,0,1,134300.0,1,501000,0,0,0,1,0,3,2,2,462.6,2
713064783,60,1,0,2,1,1,111540.0,1,421000,1,0,0,1,1,1,2,0,645.0,4
713067033,37,0,1,4,0,0,0.0,0,0,0,1,1,1,0,2,1,2,300.24,2
713068833,44,1,1,4,0,1,22410.0,1,469000,1,0,0,1,0,3,3,1,388.8,4
713070033,56,1,1,2,0,1,24780.0,0,0,0,1,1,1,0,0,2,0,498.6,0
713071383,54,1,1,4,0,1,147350.0,1,855000,1,1,0,1,0,0,0,2,593.1,4
713072358,42,0,2,2,2,1,142440.0,1,1288000,0,0,0,2,0,1,0,1,800.0,2
713075283,51,0,1,3,0,1,191740.0,0,0,0,0,0,1,0,3,0,2,423.9,2
713079108,51,1,2,2,0,1,22120.0,0,0,0,1,1,1,0,3,3,0,513.0,0
713081583,51,1,2,1,4,1,23640.0,1,465000,1,1,1,1,0,2,1,3,480.0,4
713082708,41,1,2,3,2,1,21310.0,0,0,0,1,1,1,0,1,0,3,449.0,0
713084208,43,0,2,1,4,1,63110.0,0,0,0,1,0,1,1,2,1,1,409.0,1
713086008,58,1,2,3,3,1,19470.0,0,0,0,0,0,1,1,3,3,1,298.0,1
713086908,26,0,1,3,0,1,55340.0,0,0,0,0,0,1,0,1,1,3,328.5,2
713087958,53,0,3,3,4,1,210980.0,1,792000,0,1,1,1,1,0,0,2,780.0,3
713089458,44,0,2,3,1,1,20180.0,0,0,0,1,0,1,1,0,1,1,451.0,1
713090658,58,1,1,4,0,1,13720.0,1,806000,0,0,0,1,0,2,2,0,558.9,0
713094483,43,1,2,1,3,1,68510.0,1,474000,1,0,0,1,0,1,1,3,498.0,4
713095533,44,1,3,3,4,1,17050.0,0,0,0,1,1,1,1,3,3,0,364.0,3
713096583,40,1,1,3,0,1,18150.0,0,0,0,1,1,1,0,2,2,1,340.2,0
713101383,44,1,2,1,2,1,69540.0,1,540000,1,0,0,1,0,2,3,3,428.0,4
713102733,38,1,1,2,0,1,27170.0,1,820000,1,1,1,3,0,2,0,0,607.5,4
713104458,46,0,1,2,0,1,61980.0,0,0,0,1,0,1,1,0,1,1,354.6,1
713105508,46,0,1,3,0,1,98440.0,0,0,0,1,1,2,0,1,2,3,576.0,2
713108433,53,0,2,1,3,1,130870.0,0,0,0,2,0,1,0,0,1,1,498.0,2
713110908,30,0,2,1,1,1,15930.0,1,172000,1,2,0,1,0,1,2,1,455.0,4
713111883,51,0,2,5,1,1,197080.0,0,0,0,0,0,1,0,1,2,2,543.9,2
713114133,42,1,1,4,0,1,17950.0,0,0,0,0,0,1,1,2,2,2,250.2,1
713115483,44,1,2,4,3,1,18770.0,0,0,0,1,1,1,1,2,0,1,409.0,3
713118183,31,0,2,2,1,1,101920.0,0,0,0,0,0,1,0,3,3,1,641.0,2
713119308,50,1,1,2,0,1,71500.0,0,0,0,1,0,1,1,3,1,3,539.1,1
713120433,55,1,2,3,2,1,74340.0,1,457000,0,1,0,1,0,2,0,2,550.0,0
713121408,38,0,2,1,3,1,121840.0,0,0,0,1,0,1,0,3,2,2,464.0,2
713124558,43,1,2,2,2,0,0.0,0,0,0,0,0,1,0,2,2,3,372.0,0
713126733,56,0,2,1,3,1,197390.0,0,0,0,1,1,1,1,3,2,2,438.0,1
713127708,38,1,2,4,0,1,20060.0,0,0,0,0,0,1,0,2,1,2,351.0,0
713128833,49,0,0,1,2,1,95200.0,0,0,0,1,0,1,0,1,1,2,393.0,2
713131158,58,0,1,4,0,1,147220.0,1,820000,1,1,1,1,0,0,1,2,564.3,4
713132133,54,1,2,2,1,1,74680.0,1,510000,0,0,0,1,0,1,2,1,541.0,0
713133258,38,0,1,4,0,1,131200.0,1,887000,0,0,0,2,0,2,0,2,697.5,2
713134458,54,0,2,3,3,1,192640.0,0,0,0,0,0,1,0,0,1,2,330.0,2
713135883,65,1,2,3,0,0,0.0,0,0,0,1,1,1,1,2,0,3,376.0,3
713137233,41,0,1,3,0,1,118440.0,0,0,0,1,0,1,1,1,2,3,370.8,1
713138433,50,0,1,2,0,1,99290.0,0,0,0,0,0,1,0,0,0,3,472.5,2
713144208,51,1,2,3,0,0,0.0,1,205000,0,2,0,1,0,1,2,0,460.0,0
713146683,35,1,0,3,1,0,0.0,1,547000,0,1,0,1,1,2,3,0,436.8,3
713149683,44,1,1,1,0,1,16960.0,0,0,0,0,0,1,0,3,1,3,251.1,0
713151258,55,0,1,2,0,1,69980.0,0,0,0,0,0,1,0,1,2,0,373.5,2
713152383,40,1,2,4,3,1,21300.0,1,441000,1,0,0,1,0,2,0,0,356.0,4
713153733,49,1,0,2,2,1,18980.0,0,0,0,1,0,1,0,1,1,0,352.0,0
713158083,56,0,1,3,0,1,200280.0,1,219000,1,1,1,1,0,1,0,3,507.6,4
713159133,32,1,1,3,0,1,34090.0,0,0,0,0,0,2,0,0,3,0,645.3,0
713160258,54,1,2,2,2,1,23800.0,1,435000,1,1,1,1,1,3,0,2,559.0,4
713162358,49,1,1,1,1,1,70200.0,0,0,0,1,0,1,0,2,3,1,485.1,0
713163258,38,1,2,1,2,0,0.0,0,0,0,1,0,1,1,3,2,3,331.2,3
713166333,38,1,2,3,2,0,0.0,0,0,0,1,1,1,0,1,2,3,372.0,0
713167383,57,1,1,3,0,1,25450.0,1,515000,1,0,0,1,0,1,3,2,486.0,4
713168733,65,1,1,2,0,1,77850.0,0,0,0,1,1,1,0,3,1,2,540.0,0
713171358,46,1,1,1,1,1,21390.0,0,0,0,0,0,1,0,0,1,1,349.2,0
713172408,54,0,2,4,1,1,132980.0,0,0,0,0,0,1,1,1,2,3,603.0,1
713175483,44,1,2,2,2,1,21170.0,0,0,0,1,1,1,1,1,1,3,488.0,3
713177808,57,1,1,1,0,1,25790.0,0,0,0,0,0,1,1,3,0,3,452.7,1
713179083,32,1,1,4,0,0,0.0,0,0,0,0,0,1,1,3,2,3,271.44,3
713180433,56,1,1,2,0,0,0.0,0,0,0,1,1,1,1,3,0,3,444.24,3
713181558,55,1,2,5,2,1,106640.0,0,0,0,0,0,1,1,0,0,0,506.0,1
713182458,53,0,2,3,4,1,129150.0,1,279000,1,0,0,1,1,3,1,2,384.0,4
713183508,39,1,2,3,1,0,0.0,1,486000,0,1,0,1,0,0,1,1,424.0,0
713184858,58,1,1,3,0,1,24120.0,0,0,0,1,1,1,0,2,1,1,543.6,0
713186058,42,1,2,1,3,1,63390.0,0,0,0,1,0,1,1,1,0,0,373.0,1
713187033,46,0,2,4,1,1,94200.0,1,177000,0,1,1,1,1,3,1,3,446.0,3
713188383,54,1,2,1,1,1,18570.0,0,0,0,0,0,1,1,1,2,2,328.0,1
713193408,59,1,1,2,0,1,74930.0,0,0,0,1,0,1,1,2,1,2,544.5,1
713194608,37,0,2,2,2,1,17380.0,0,0,0,1,1,1,0,0,3,3,422.0,2
713195808,37,1,2,3,3,0,0.0,0,0,0,0,0,1,1,0,2,1,419.2,3
713197308,42,0,2,2,4,1,100990.0,1,761000,0,1,1,2,0,2,0,1,519.0,2
713199558,57,1,1,1,0,1,22860.0,0,0,0,1,1,1,0,0,0,2,442.8,0
713203908,26,0,1,4,0,1,53620.0,0,0,0,0,0,1,0,3,0,0,172.8,2
713205108,42,1,2,2,4,1,65640.0,1,387000,0,0,0,1,0,1,0,3,329.0,0
713206683,40,0,1,2,1,1,117460.0,0,0,0,0,0,2,0,0,2,2,354.6,2
713208033,43,1,2,3,3,1,27160.0,1,768000,1,1,1,1,1,1,1,2,532.0,4
713209308,59,0,1,2,0,1,115430.0,1,797000,1,1,1,1,1,1,3,3,680.4,4
713213133,36,0,1,2,0,1,63790.0,1,497000,1,0,0,1,1,1,3,2,429.3,4
713214558,52,0,2,2,2,1,101740.0,0,0,0,1,0,1,1,0,2,3,523.0,1
713216883,64,1,2,2,0,1,74050.0,0,0,0,0,0,1,1,3,2,0,539.0,1
713217858,38,1,1,4,0,1,16250.0,0,0,0,1,0,1,1,2,0,2,302.4,1
713220258,65,1,2,3,0,0,0.0,0,0,0,1,1,1,1,3,1,1,304.0,3
713227233,42,0,1,2,1,1,126840.0,0,0,0,0,0,1,0,1,2,0,586.8,2
713229633,45,1,2,1,0,1,64430.00000000001,1,206000,0,0,0,1,0,2,1,0,357.0,0
713231658,45,1,1,1,0,1,21090.0,0,0,0,0,0,1,0,0,0,2,372.6,0
713233908,33,0,3,2,2,1,88450.0,0,0,0,1,1,1,1,3,3,1,576.0,1
713236458,55,0,1,3,1,1,113330.0,1,830000,0,0,0,1,1,2,3,1,705.6,1
713237958,34,0,2,2,0,1,57460.0,0,0,0,0,0,1,1,1,3,3,241.0,1
713239308,43,1,2,3,2,0,0.0,1,464000,0,1,1,1,1,2,1,3,441.6,3
713240133,42,1,2,3,3,1,22980.0,0,0,0,1,1,1,1,1,3,3,509.0,3
713241033,34,0,2,2,0,1,86870.0,0,0,0,1,0,1,1,1,2,3,388.0,1
713242383,39,0,2,4,2,1,188360.0,1,772000,1,0,0,2,0,3,3,3,609.76,4
713246208,65,0,1,2,0,1,112630.0,0,0,0,0,0,1,0,2,3,2,575.1,2
713247408,51,1,0,4,3,1,22930.0,1,433000,1,0,0,1,1,1,0,2,385.0,4
713249883,51,1,2,4,2,1,72400.0,0,0,0,1,1,1,0,3,3,3,546.0,0
713251008,43,1,2,4,2,0,0.0,0,0,0,1,1,1,1,2,2,0,368.8,3
713253858,50,1,2,1,1,0,0.0,1,218000,0,1,0,1,1,2,0,3,284.0,3
713254983,62,0,1,4,0,1,109940.0,0,0,0,0,0,1,0,3,1,3,545.4,2
713256033,39,1,1,4,0,0,0.0,0,0,0,1,1,1,0,3,3,3,331.2,0
713257083,46,1,2,1,4,1,69050.0,1,434000,1,1,0,1,1,3,2,2,457.0,4
713259858,26,0,1,3,0,1,52470.0,0,0,0,0,0,1,1,3,3,0,162.0,1
713261133,38,0,0,2,4,1,88630.0,0,0,0,1,0,1,1,1,2,3,322.0,1
713263758,53,1,1,1,0,1,24660.0,0,0,0,0,0,1,1,3,2,1,473.4,1
713264583,43,0,2,3,2,1,189410.0,1,449000,0,1,0,2,0,0,1,0,640.0,2
713265858,44,0,2,2,3,1,192140.0,0,0,0,1,1,1,0,2,3,3,692.0,2
713267133,41,1,2,1,5,1,19520.0,1,309000,0,0,0,1,0,0,1,2,372.0,0
713269533,42,0,1,1,0,1,133410.0,1,885000,1,1,0,1,1,2,3,2,574.2,4
713271708,46,0,2,4,3,1,22170.0,0,0,0,1,1,2,0,2,3,2,507.0,2
713274183,45,1,1,2,0,1,21840.0,1,418000,0,0,0,1,0,1,1,3,411.3,0
713276733,45,1,1,2,1,1,22340.0,0,0,0,0,0,1,0,0,1,3,423.0,0
713277783,45,1,2,4,4,1,65360.0,0,0,0,1,0,2,0,3,2,1,480.0,0
713279808,53,0,2,1,2,1,98310.0,0,0,0,1,0,1,1,3,2,3,394.0,1
713281833,37,0,1,2,0,1,100400.0,0,0,0,0,0,1,0,3,1,2,551.7,2
713282733,37,1,1,2,0,1,64150.00000000001,0,0,0,1,1,1,1,0,2,1,353.7,3
713283933,42,0,2,4,2,1,62320.0,1,227000,0,1,1,1,1,2,3,2,382.0,3
713285058,46,1,1,1,0,1,22270.0,0,0,0,1,1,1,0,3,1,0,477.0,0
713287608,54,1,2,3,3,1,20590.0,0,0,0,2,0,1,0,3,1,0,559.0,0
713289183,53,1,2,1,3,1,23200.0,0,0,0,1,1,1,0,2,3,1,416.0,0
713292933,36,1,1,2,0,0,0.0,0,0,0,0,0,1,1,0,2,0,319.68,3
713293983,52,0,3,5,3,1,122680.0,0,0,0,1,1,1,1,3,3,3,717.0,1
713295183,48,0,3,2,2,1,131340.0,0,0,0,1,0,1,0,0,2,2,578.0,2
713299758,53,0,1,3,0,1,28210.0,0,0,0,1,1,1,1,1,2,2,583.2,1
713301633,57,1,1,5,0,1,106930.0,0,0,0,0,0,1,1,3,3,1,368.1,1
713302758,49,0,2,2,2,1,204920.0,1,816000,1,2,0,1,0,2,2,2,731.0,4
713303733,53,0,2,2,1,1,193020.0,0,0,0,1,1,1,1,0,0,2,378.0,1
713305233,55,0,1,2,0,1,139580.0,0,0,0,1,1,1,0,3,1,0,619.2,2
713307708,64,1,2,1,0,1,72800.0,0,0,0,1,0,1,1,3,3,2,476.0,1
713308683,52,0,1,4,0,1,126940.0,0,0,0,0,0,1,1,2,2,2,292.5,1
713309583,55,1,2,1,2,1,20150.0,0,0,0,0,0,1,0,0,0,1,468.0,0
713310558,47,1,2,2,2,1,68800.0,0,0,0,1,1,1,0,1,2,1,398.0,0
713312208,53,0,2,3,1,1,66550.0,1,187000,1,1,0,1,0,1,2,2,389.0,4
713314533,40,0,1,1,0,1,89680.0,0,0,0,0,0,1,0,0,3,0,333.0,2
713315433,61,0,2,4,2,1,132210.0,0,0,0,0,0,1,1,2,3,2,833.0,1
713316558,41,0,2,3,4,1,93580.0,1,378000,0,1,0,1,0,3,2,0,406.0,2
713318733,32,0,1,1,0,1,94030.0,0,0,0,0,0,1,0,0,3,2,417.6,2
713320008,48,0,1,2,0,1,130040.0,0,0,0,1,1,1,0,1,2,1,438.3,2
713321508,47,1,1,1,0,1,22790.0,0,0,0,0,0,1,1,0,0,1,426.6,1
713322633,54,0,2,2,1,1,66960.0,0,0,0,1,0,1,0,3,3,1,432.0,2
713325108,36,0,2,5,2,1,87410.0,0,0,0,1,0,1,1,2,3,1,392.0,1
713328108,60,1,2,1,1,1,25960.0,1,519000,0,1,0,1,1,1,3,3,473.0,3
713330133,37,1,2,2,1,1,34630.0,1,1330000,0,1,0,1,1,0,3,3,635.0,3
713331408,35,0,2,4,3,1,58790.0,0,0,0,0,0,1,1,0,2,0,420.0,1
713333433,49,0,0,4,3,1,96840.0,1,298000,0,2,0,1,1,2,3,3,572.0,1
713334483,46,0,1,5,0,1,93900.0,0,0,0,0,0,1,1,3,0,3,329.4,1
713336883,61,1,1,3,0,1,20960.0,0,0,0,1,0,1,0,1,0,0,388.8,0
713339283,54,0,2,3,3,1,104430.0,0,0,0,0,0,1,0,3,2,2,573.0,2
713343333,42,0,2,2,3,1,95800.0,0,0,0,0,0,1,0,0,0,1,530.0,2
713345508,43,1,1,3,0,1,22100.0,0,0,0,1,1,1,1,0,3,0,469.8,3
713346558,45,0,3,2,4,1,93150.0,0,0,0,0,0,1,0,2,2,2,378.0,2
713347608,54,1,1,1,0,1,32290.0,1,944000,0,1,0,1,0,0,3,0,574.2,0
713348433,42,1,1,3,0,1,66900.0,0,0,0,1,0,1,0,0,0,2,384.3,0
713350908,41,1,2,4,2,1,65860.0,0,0,0,1,0,1,0,0,1,2,494.0,0
713352183,30,0,2,1,1,1,15670.0,0,0,0,0,0,1,1,2,3,2,218.0,1
713355708,41,1,2,3,3,0,0.0,0,0,0,2,0,1,0,1,2,2,546.4,0
713356833,52,0,2,2,1,1,128380.0,1,158000,1,0,0,1,0,1,1,0,353.0,4
713358633,30,0,1,2,0,1,84700.0,0,0,0,0,0,1,0,3,3,1,379.8,2
713362158,50,0,1,5,0,1,194090.0,0,0,0,0,0,1,1,3,0,1,475.335,1
713363583,34,0,1,4,0,1,169760.0,0,0,0,0,0,1,1,2,0,3,270.684,1
713364783,42,1,1,1,0,1,27440.0,0,0,0,1,1,1,0,3,3,1,462.6,0
713366583,63,1,2,3,1,1,19740.0,0,0,0,0,0,1,0,3,0,2,412.0,0
713367858,47,0,1,1,0,1,74090.0,1,804000,1,0,0,1,0,0,0,3,490.5,4
713368833,49,0,1,1,0,1,100050.0,0,0,0,1,0,1,1,2,2,3,507.6,1
713370033,53,1,1,2,0,1,19370.0,0,0,0,0,0,1,0,3,0,1,333.0,0
713371233,43,1,2,2,1,1,20160.0,0,0,0,0,0,2,0,1,2,2,377.0,0
713372583,42,1,1,3,1,1,20490.0,0,0,0,0,0,1,1,2,3,2,261.0,1
713373708,54,1,1,1,0,1,20360.0,1,246000,1,1,1,1,0,3,3,1,396.9,4
713374533,52,1,1,1,0,1,71260.0,0,0,0,0,0,1,0,1,2,0,466.2,0
713375658,37,0,3,2,2,1,60050.0,0,0,0,1,0,1,0,3,0,3,362.0,2
713378133,54,1,1,1,0,1,20400.0,0,0,0,0,0,2,0,1,1,3,437.4,0
713379258,32,1,2,3,1,1,37280.0,1,1593000,1,0,0,1,0,1,1,3,681.0,4
713380308,42,1,1,4,1,1,21190.0,0,0,0,0,0,1,1,3,3,3,383.4,1
713381433,38,1,2,3,1,1,17280.0,1,187000,1,1,0,1,0,1,3,1,342.0,4
713382558,57,1,1,1,0,1,23840.0,1,430000,0,0,0,1,0,3,0,1,405.9,0
713384508,28,0,1,3,0,1,16730.0,0,0,0,1,1,1,1,3,1,0,294.3,1
713388108,62,1,0,3,0,1,21000.0,0,0,0,1,0,1,1,2,1,1,450.0,1
713389233,49,1,1,3,0,0,0.0,0,0,0,0,0,2,0,1,2,1,432.0,0
713390433,44,0,0,2,3,1,102910.0,1,678000,1,1,0,3,0,2,0,1,701.0,4
713394858,48,0,2,5,2,1,68800.0,0,0,0,1,0,1,0,3,0,3,428.0,2
713396358,32,1,1,2,0,0,0.0,0,0,0,0,0,1,1,0,0,3,221.76,3
713398158,45,0,2,5,3,1,84970.0,1,1501000,0,1,0,1,0,2,0,1,653.0,2
713399583,49,0,2,4,2,1,142490.0,1,864000,0,0,0,1,0,3,3,1,789.0,2
713401758,45,0,2,4,2,1,190240.0,0,0,0,1,1,1,1,2,0,0,504.7,1
713405133,51,0,2,1,2,1,199790.0,0,0,0,1,0,1,1,0,0,0,587.0,1
713407458,62,1,1,2,0,0,0.0,0,0,0,0,0,1,1,1,1,0,350.64,3
713412558,39,1,2,1,4,1,18640.0,1,267000,0,1,0,1,0,3,2,2,373.0,0
713413758,26,1,1,1,0,0,0.0,0,0,0,1,1,1,1,2,3,2,220.32,3
713416233,38,0,2,2,2,1,116190.0,0,0,0,1,0,1,0,2,0,0,288.0,2
713417433,42,0,1,2,0,1,65360.0,0,0,0,0,0,1,0,1,3,3,343.8,2
713418558,46,1,3,2,3,1,21400.0,0,0,0,0,0,1,0,3,2,0,399.0,0
713419908,58,1,2,3,2,0,0.0,1,454000,0,1,1,1,0,2,0,3,496.0,3
713422083,30,1,1,2,0,1,17320.0,0,0,0,1,1,1,1,1,2,3,400.5,3
713424108,37,0,1,2,0,1,88210.0,0,0,0,0,0,1,0,1,1,2,287.1,2
713425383,59,1,1,3,0,1,25430.0,1,492000,0,1,0,1,0,2,3,1,505.8,0
713426358,28,1,2,1,0,0,0.0,1,240000,0,1,0,1,0,3,0,3,344.0,0
713428833,42,0,2,4,3,1,131040.0,1,761000,1,0,0,1,1,3,3,0,533.0,4
713431008,46,1,2,3,5,0,0.0,0,0,0,1,0,1,0,1,0,2,376.8,0
713432508,42,1,2,1,3,1,22220.0,0,0,0,1,0,1,0,1,0,0,512.0,0
713435058,49,1,3,3,5,1,23460.0,0,0,0,1,0,1,0,1,3,3,491.0,0
713436183,42,1,2,3,3,1,68050.0,0,0,0,1,0,1,0,0,1,0,502.0,0
713437008,40,1,2,2,3,1,13550.0,1,904000,0,1,0,1,1,2,1,0,502.0,3
713438358,41,1,2,2,4,0,0.0,1,177000,1,0,0,1,0,2,0,2,246.4,4
713440833,61,1,1,2,0,1,24710.0,0,0,0,1,0,1,1,1,0,0,486.9,1
713441958,46,0,2,3,2,1,184980.0,0,0,0,1,0,1,1,1,3,0,450.0,1
713442933,49,0,2,2,3,1,102470.0,0,0,0,1,1,1,0,3,2,2,545.0,2
713444058,45,0,3,1,1,1,65349.99999999999,1,338000,1,0,0,2,0,1,0,3,389.0,4
713445183,35,0,2,3,1,1,88050.0,0,0,0,1,1,1,1,3,1,0,387.0,1
713446083,49,1,0,4,4,0,0.0,0,0,0,1,0,1,1,1,3,0,420.0,3
713447583,48,1,1,3,0,1,71700.0,0,0,0,1,0,1,0,1,2,3,443.7,0
713451408,47,0,3,3,4,1,96860.0,0,0,0,0,0,1,1,3,1,3,394.0,1
713452533,35,1,1,2,1,1,19140.0,0,0,0,1,1,1,1,1,1,0,351.9,3
713453733,45,1,1,4,0,1,66750.0,0,0,0,0,0,1,0,2,0,1,391.5,0
713455233,48,0,2,2,3,1,132220.0,0,0,0,1,1,1,0,2,0,0,632.0,2
713456583,45,0,2,3,2,1,128530.0,1,325000,0,1,0,2,0,0,2,3,648.0,2
713460258,45,1,2,5,0,1,77210.0,1,899000,0,0,0,2,0,2,0,0,656.0,0
713461533,54,0,1,2,0,1,134810.0,0,0,0,0,0,1,0,1,2,1,541.8,2
713462508,55,1,2,2,2,1,22450.0,1,1329000,1,0,0,1,1,3,2,2,686.0,4
713463708,40,1,1,2,1,1,18330.0,0,0,0,0,0,1,1,0,3,0,271.8,1
713464983,45,1,0,2,2,1,67820.0,0,0,0,0,0,1,0,3,3,2,546.0,0
713466033,39,1,3,2,2,1,17610.0,0,0,0,1,0,1,1,3,3,1,336.0,1
713469333,40,0,1,3,0,1,119360.0,0,0,0,0,0,1,0,0,3,3,425.7,2
713474733,51,0,1,2,0,1,127290.0,0,0,0,1,1,1,0,0,2,0,307.8,2
713475633,40,0,1,5,2,1,203120.0,1,1420000,1,1,1,2,0,2,1,3,810.81,4
713476758,44,0,2,1,4,1,96490.0,0,0,0,0,0,1,1,1,0,1,419.0,1
713480583,46,1,2,3,3,0,0.0,0,0,0,1,0,1,0,0,2,1,285.6,0
713482608,47,0,2,1,4,1,67430.0,0,0,0,0,0,1,1,1,2,3,411.0,1
713484483,36,1,1,4,1,0,0.0,0,0,0,0,0,2,0,1,1,3,329.04,0
713486583,41,0,2,2,3,1,103160.0,1,884000,1,1,0,1,1,2,0,2,628.0,4
713487633,44,0,2,5,3,1,136370.0,1,766000,0,2,0,1,1,2,2,0,803.0,1
713489358,52,1,2,2,2,1,22490.0,1,376000,0,1,1,1,1,3,1,3,539.0,3
713490483,61,0,1,4,0,1,138280.0,0,0,0,0,0,1,0,3,3,0,505.8,2
713492583,34,1,2,2,2,1,17350.0,0,0,0,1,0,1,1,3,0,0,314.0,1
713497983,49,0,1,3,2,1,98040.0,1,346000,1,0,0,1,1,0,3,3,368.1,4
713499408,49,0,2,1,1,1,21920.0,0,0,0,1,0,1,1,0,2,0,427.0,1
713503983,55,1,2,1,3,1,71740.0,0,0,0,0,0,1,1,3,2,1,402.0,1
713508333,43,1,0,1,4,1,22510.0,0,0,0,2,0,1,1,1,3,0,576.0,1
713509908,48,1,2,2,2,0,0.0,1,472000,1,0,0,1,0,3,0,0,332.8,4
713511108,61,0,2,4,1,1,69790.0,0,0,0,0,0,1,1,3,3,3,471.0,1
713512308,50,1,1,2,0,1,19400.0,1,223000,1,1,1,1,0,0,1,0,369.0,4
713514633,59,0,1,2,0,1,115480.0,1,829000,0,1,1,1,0,3,2,3,635.4,2
713516433,36,1,1,1,0,1,18540.0,0,0,0,0,0,1,0,3,0,1,335.7,0
713519508,47,0,3,3,4,1,99540.0,1,507000,1,0,0,1,1,2,1,0,407.0,4
713520858,53,1,1,1,0,1,43530.0,0,0,0,1,1,1,1,0,1,1,718.2,3
713522058,39,1,2,1,0,1,21080.0,1,430000,1,1,1,1,0,0,3,0,398.0,4
713526258,47,0,1,4,0,1,189750.0,0,0,0,1,1,1,0,1,2,0,578.448,2
713529858,29,0,3,2,2,1,57230.0,0,0,0,1,1,2,0,3,2,2,440.0,2
713530833,58,0,2,2,2,1,66680.0,1,210000,0,1,1,1,1,2,3,3,396.0,3
713531808,38,1,2,1,1,1,21060.0,0,0,0,0,0,1,1,2,3,1,336.0,1
713532858,42,0,0,5,2,1,124220.0,0,0,0,0,0,1,1,1,0,3,405.0,1
713533983,56,0,2,2,1,1,198500.0,0,0,0,0,0,1,0,3,1,0,465.0,2
713535033,44,0,2,3,3,1,127620.0,1,320000,0,1,1,1,1,1,3,2,652.0,3
713536158,65,0,2,1,1,1,20050.0,0,0,0,1,0,1,0,0,2,3,478.0,2
713537733,46,0,0,5,4,1,106290.0,1,758000,1,1,1,3,0,0,3,3,772.0,4
713539833,48,1,1,3,1,1,64830.0,0,0,0,0,0,1,1,2,3,2,295.2,1
713541033,39,1,1,1,0,1,21540.0,0,0,0,0,0,1,1,3,0,1,427.5,1
713542008,48,1,0,3,3,1,22540.0,1,424000,1,1,1,1,1,1,1,2,489.0,4
713542908,31,0,1,2,0,1,35690.0,1,1565000,1,0,0,1,1,3,1,1,624.6,4
713546883,47,0,3,2,2,1,100040.0,0,0,0,1,1,1,1,2,1,1,464.0,1
713548158,26,0,1,1,0,1,55100.0,0,0,0,0,0,1,1,3,1,0,325.8,1
713550483,45,0,0,2,4,1,115390.0,1,1377000,1,2,0,1,0,3,3,0,788.0,4
713552958,43,0,0,2,5,1,115180.0,1,1483000,0,1,1,1,1,2,0,3,763.0,3
713555133,56,1,0,3,3,1,20610.0,0,0,0,1,1,1,0,3,2,3,427.0,0
713556033,36,1,2,2,1,1,20030.0,0,0,0,1,0,1,1,0,2,1,345.0,1
